"threat_ruleType","rule_id","rule_name","mapping_id","mapping_name"
"malware","MATCH-S00518","Malware Not Cleaned","e58c8bce-3ea6-478e-ae72-4782bff6992a","Windows Defender JSON"
"malware","THRESHOLD-S00517","Malware Outbreak","27361649-179a-442a-bda9-00dc99ed1e79","Bitdefender - hd"
"malware","THRESHOLD-S00517","Malware Outbreak","d9997795-5188-4f5b-b3cc-28b0d0a2a5c5","Cisco AMP Cloud IOC Events - Malware"
"malware","THRESHOLD-S00517","Malware Outbreak","6123f3d1-5699-44ea-b307-edc1c17099c5","Cisco AMP Events - Malware"
"malware","THRESHOLD-S00517","Malware Outbreak","e95e03dc-5c20-4ad8-9db9-85f765b08ca2","Cybereason C2C - Malware"
"malware","THRESHOLD-S00517","Malware Outbreak","465f97fa-0bc6-4eb7-8228-8269da97c4f8","CylancePROTECT Threats"
"malware","THRESHOLD-S00517","Malware Outbreak","7b3663a8-0137-41ad-bb01-c4d713aafca0","FireEye hx Malware Hit Found"
"malware","THRESHOLD-S00517","Malware Outbreak","a119686a-c0a6-44af-a36d-9d01d1aac496","Fortinet Virus Logs"
"malware","THRESHOLD-S00517","Malware Outbreak","19758328-89cd-11ea-bc55-0242ac130003","McAfee Endpoint EPOevent"
"malware","THRESHOLD-S00517","Malware Outbreak","9d5a9da6-718a-4f65-8f7a-04f3d5b5b369","McAfee Endpoint Security Custom Parser"
"malware","THRESHOLD-S00517","Malware Outbreak","32325f4b-d00f-4823-aee1-9b79dd5aa10c","Mimecast AV Event"
"malware","THRESHOLD-S00517","Malware Outbreak","2015b1c0-a1c7-47b4-9dd5-e87fb392abcf","Symantec Agent Risk Logs"
"malware","THRESHOLD-S00517","Malware Outbreak","1e0b4437-9d36-457f-8e9c-6786f976eb6b","Symantec Agent Risk SONAR Logs"
"malware","THRESHOLD-S00517","Malware Outbreak","07ba7abc-2bc0-4eda-956b-abe57412b43e","Symantec SEP Compressed File 02"
"malware","THRESHOLD-S00517","Malware Outbreak","31e689be-5f60-4312-b486-fd1707a5086d","Symantec SEP Security Risk Found 03"
"malware","THRESHOLD-S00517","Malware Outbreak","cde31c72-92c8-4e98-bd09-1bfbb6cbaf71","Symantec Virus Found 2"
"malware","THRESHOLD-S00517","Malware Outbreak","4d14a9ab-2427-44e6-a56a-20c7f2d55460","Trend Micro Apex Central CEF Spyware Detected"
"malware","THRESHOLD-S00517","Malware Outbreak","874cdeac-8341-24e8-adc1-ga7ae01bbebe","Trend Micro Control Manager CEF AV"
"malware","THRESHOLD-S00517","Malware Outbreak","aff99b4d-643e-476d-95fb-e5a4c1c92471","Trend Micro Control Manager CEF Spyware Detected"
"malware","THRESHOLD-S00517","Malware Outbreak","e58c8bce-3ea6-478e-ae72-4782bff6992a","Windows Defender JSON"
"malware","THRESHOLD-S00520","Persistent Malware Infection","27361649-179a-442a-bda9-00dc99ed1e79","Bitdefender - hd"
"malware","THRESHOLD-S00520","Persistent Malware Infection","d9997795-5188-4f5b-b3cc-28b0d0a2a5c5","Cisco AMP Cloud IOC Events - Malware"
"malware","THRESHOLD-S00520","Persistent Malware Infection","6123f3d1-5699-44ea-b307-edc1c17099c5","Cisco AMP Events - Malware"
"malware","THRESHOLD-S00520","Persistent Malware Infection","e95e03dc-5c20-4ad8-9db9-85f765b08ca2","Cybereason C2C - Malware"
"malware","THRESHOLD-S00520","Persistent Malware Infection","465f97fa-0bc6-4eb7-8228-8269da97c4f8","CylancePROTECT Threats"
"malware","THRESHOLD-S00520","Persistent Malware Infection","7b3663a8-0137-41ad-bb01-c4d713aafca0","FireEye hx Malware Hit Found"
"malware","THRESHOLD-S00520","Persistent Malware Infection","a119686a-c0a6-44af-a36d-9d01d1aac496","Fortinet Virus Logs"
"malware","THRESHOLD-S00520","Persistent Malware Infection","19758328-89cd-11ea-bc55-0242ac130003","McAfee Endpoint EPOevent"
"malware","THRESHOLD-S00520","Persistent Malware Infection","9d5a9da6-718a-4f65-8f7a-04f3d5b5b369","McAfee Endpoint Security Custom Parser"
"malware","THRESHOLD-S00520","Persistent Malware Infection","32325f4b-d00f-4823-aee1-9b79dd5aa10c","Mimecast AV Event"
"malware","THRESHOLD-S00520","Persistent Malware Infection","2015b1c0-a1c7-47b4-9dd5-e87fb392abcf","Symantec Agent Risk Logs"
"malware","THRESHOLD-S00520","Persistent Malware Infection","1e0b4437-9d36-457f-8e9c-6786f976eb6b","Symantec Agent Risk SONAR Logs"
"malware","THRESHOLD-S00520","Persistent Malware Infection","07ba7abc-2bc0-4eda-956b-abe57412b43e","Symantec SEP Compressed File 02"
"malware","THRESHOLD-S00520","Persistent Malware Infection","31e689be-5f60-4312-b486-fd1707a5086d","Symantec SEP Security Risk Found 03"
"malware","THRESHOLD-S00520","Persistent Malware Infection","cde31c72-92c8-4e98-bd09-1bfbb6cbaf71","Symantec Virus Found 2"
"malware","THRESHOLD-S00520","Persistent Malware Infection","4d14a9ab-2427-44e6-a56a-20c7f2d55460","Trend Micro Apex Central CEF Spyware Detected"
"malware","THRESHOLD-S00520","Persistent Malware Infection","874cdeac-8341-24e8-adc1-ga7ae01bbebe","Trend Micro Control Manager CEF AV"
"malware","THRESHOLD-S00520","Persistent Malware Infection","aff99b4d-643e-476d-95fb-e5a4c1c92471","Trend Micro Control Manager CEF Spyware Detected"
"malware","THRESHOLD-S00520","Persistent Malware Infection","e58c8bce-3ea6-478e-ae72-4782bff6992a","Windows Defender JSON"
