"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"","","MATCH-S00396","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1095","Large Outbound ICMP Packets","A typical ping packet will be very small. A large ICMP packet may indicate the presence of command and control traffic."
"LastPass","LastPass","MATCH-S00844","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0004, _mitreAttackTechnique:T1136","LastPass - Account Created","Detects createLPaccount events from LastPass"
"LastPass","LastPass","MATCH-S00854","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006","LastPass - Failed Login","Detects Failed Login events from LastPass"
"LastPass","LastPass","MATCH-S00846","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098","LastPass - Folder Permissions Updated","Detects updatefolderpermissions events from LastPass"
"LastPass","LastPass","MATCH-S00855","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006","LastPass - Login","Detects Login events from LastPass"
"LastPass","LastPass","MATCH-S00847","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098","LastPass - Master Password Changed","Detects masterpasswordchanged events from LastPass"
"LastPass","LastPass","MATCH-S00848","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098","LastPass - Password Changed","Detects passwordchanged events from LastPass"
"LastPass","LastPass","MATCH-S00849","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098","LastPass - Personal Share","Detects personalshare events from LastPass"
"LastPass","LastPass","MATCH-S00850","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1484, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0004","LastPass - Policy Added","Detects addpolicy events from LastPass"
"LastPass","LastPass","MATCH-S00851","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1484, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0004","LastPass - Policy Deleted","Detects deletepolicy events from LastPass"
"LastPass","LastPass","MATCH-S00852","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1484, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0004","LastPass - Shared Folder Created","Detects createdsharedfolder events from LastPass"
"LastPass","LastPass","MATCH-S00853","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098","LastPass - Super Admin Password Reset","Detects superadminpasswordreset events from LastPass"
"Microsoft","Windows","CHAIN-S00004","chain","Lateral Movement","True","False","","_mitreAttackTactic:TA0008, _mitreAttackTechnique:T1021, _mitreAttackTechnique:T1021.002","Lateral Movement Using the Windows Hidden Admin Share","Detects pivoting to an internal host from another internal host. Attackers will connect to the ADMIN$ share of an internal host and upload a program to execute remote commands to fully compromise the host."
"","Bro","LEGACY-S00054","match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1210","Likely doublepulsar Infected","Hosts infected with the Doublepulsar typically exhibit this type of SMB behavior"
"Linux","Linux OS Syslog","MATCH-S00784","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1040","Linux Host Entered Promiscuous Mode","Promiscuous mode causes a network interface to send all traffic frames it receives to the host's CPU rather than only the frames designated for the receiver. This is required for several packet sniffing tools, such as tcpdump or Wireshark, and should be scrutinized for legitimacy. Network administrators may need to be tuned out of this rule."
"","","MATCH-S00687","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0004","Linux Security Tool Usage","This rule monitors for usage of the default command or script names associated with penetration testing tools used on Linux machines. While these commands can be renamed to avoid detection, less sophisticated attackers will often neglect to do so."
"","","MATCH-S00746","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1547.006","Loadable Kernel Module Dependency Install","Detects commands associated with the installation of loadable kernel modules. LKMs can be used on Linux systems to accomplish persistence by modifying the kernel to execute malicious programs at boot automatically."
"","","MATCH-S00745","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1547.006, _mitreAttackTactic:TA0007","Loadable Kernel Module Enumeration","Detects commands associated with enumerations of loadable kernel modules. LKMs can be used on Linux systems to accomplish persistence by modifying the kernel to execute malicious programs at boot automatically."
"","","MATCH-S00723","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1547.006","Loadable Kernel Module Modifications","Detects commands associated with modifications to loadable kernel modules. LKMs can be used on Linux systems to accomplish persistence by modifying the kernel to execute malicious programs at boot automatically."
"","","MATCH-S00505","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.003","Local User Created","Observes for the creation of a local Windows user account. Informational signal, severity 0."
"","","MATCH-S00509","templated_match","Credential Access","False","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.003","Logon with Local Credentials","Observes for unexpected local logins. This rule includes 2 match lists to be populated with the active directory domains and permitted local accounts."
"","","THRESHOLD-S00099","threshold","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0001, _mitreAttackTechnique:T1068, _mitreAttackTechnique:T1190","Long URL Containing SQL Commands","Observes for long URLs with possible SQL commands within them, an indication of SQL injection activity"
"","","MATCH-S00668","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1046","Low Severity Intrusion Signature","This rule looks for an intrusion product detecting a low severity intrusion signature sourcing from an internal IP."
"Microsoft","Windows","MATCH-S00578","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1112","Lsass Registry Key Modified","This rule monitors for changes to lsass.exe-related registry keys that are often edited to enable or obfuscate activity related to dumping the process."
"","Bro","THRESHOLD-S00018","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1087, _mitreAttackTechnique:T1087.001, _mitreAttackTechnique:T1087.002, _mitreAttackTechnique:T1087.003, _mitreAttackTechnique:T1087.004","MS-LSAT Username Enumeration","The MS-LSAT Remote Protocol provides a number of RPC calls that can be used to map security principal SIDs to usernames. Attackers could use this technique to perform username enumeration and identify accounts on targeted systems."
"","","MATCH-S00352","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1140, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.005","MSHTA Suspicious Execution","Detection for mshta.exe suspicious execution patterns sometimes involving file polyglotism."
"","","MATCH-S00573","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.005","MS Office Memory Corruption Vulnerability Exploit","Observes for exploitation of Microsoft Office Memory Corruption Vulnerability (CVE-2015-1641)"
"","","MATCH-S00811","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1203","MS Office Product Spawning Msdt.exe - CVE-2022-30190","Monitors for exploitation of CVE-2022-30190 as indicated by a Microsoft Office executable spawning msdt.exe. More information on this vulnerability can be found at the Microsoft Security Response Center: https://msrc-blog.microsoft.com/2022/05/30/guidance-for-cve-2022-30190-microsoft-support-diagnostic-tool-vulnerability/"
"","","MATCH-S00729","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1553.001, _mitreAttackTactic:TA0005","MacOS Gatekeeper Bypass","The com.apple.quarantine flag is usually automatically set for downloaded files and invokes Apple's Gatekeeper program for file analysis. As such, attackers may attempt to remove this flag from malware payloads using the xattr command. Note that files downloaded via curl, external media, or from shared drives on the local network do not set the com.apple.quarantine flag."
"","","MATCH-S00731","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1553.006","MacOS System Integrity Protection Disabled","The System Integrity Protection (SIP) feature of MacOS helps to prevent the execution of unauthorized code and disabling this feature can be an indicator of a malicious actor attempting to bypass default security features. Tuning for this rule may be necessary if software developers in the organization use MacOS and need to disable SIP to run their code."
"","","MATCH-S00534","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1547, _mitreAttackTechnique:T1647, _mitreAttackTechnique:T1547.007, _mitreAttackTechnique:T1543.004, _mitreAttackTechnique:T1543.001, _mitreAttackTechnique:T1543, _mitreAttackTechnique:T1037.002, _mitreAttackTechnique:T1037","MacOS - Re-Opened Applications","This rule looks for processes referencing the plist files that determine which applications are re-opened when a user reboots their machine. This may also detect commands associated with login hooks being executed."
"Microsoft","Windows","MATCH-S00579","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1055, _mitreAttackTechnique:T1055.001, _mitreAttackTechnique:T1055.002, _mitreAttackTechnique:T1055.003, _mitreAttackTechnique:T1055.009, _mitreAttackTechnique:T1055.012","Malicious Named Pipes","Observes for known pipe names associated with malicious activity"
"","","MATCH-S00161","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1003.005, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.001, _mitreAttackTechnique:T1134.002, _mitreAttackTechnique:T1134.003","Malicious PowerShell Get Commands","This rule detects commandlets from common PowerShell exploitation frameworks."
"","","MATCH-S00190","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1003.002, _mitreAttackTechnique:T1003.003, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1003.005, _mitreAttackTechnique:T1003.006, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.001, _mitreAttackTechnique:T1134.002, _mitreAttackTechnique:T1134.003","Malicious PowerShell Invoke Commands","Detects Commandlet names from well-known PowerShell exploitation frameworks."
"","","MATCH-S00198","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1003.002, _mitreAttackTechnique:T1003.003, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1003.005, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.001, _mitreAttackTechnique:T1134.002, _mitreAttackTechnique:T1134.003","Malicious PowerShell Keywords","This rule detects well known keywords from PowerShell exploitation frameworks."
"Microsoft","Windows","MATCH-S00582","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1543, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1543.003, _mitreAttackTechnique:T1569.002","Malicious Service Installs","Observes for several known malicious services being installed on a system"
"","","MATCH-S00519","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1569.002, _mitreAttackTechnique:T1204.002, _mitreAttackTechnique:T1204.003","Malware Cleaned","Detects malware that was cleaned."
"","","MATCH-S00518","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1569.002, _mitreAttackTechnique:T1204.002, _mitreAttackTechnique:T1204.003","Malware Not Cleaned","Detects malware that failed to be cleaned."
"","","THRESHOLD-S00517","threshold","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1569.002, _mitreAttackTechnique:T1204.002, _mitreAttackTechnique:T1204.003","Malware Outbreak","Detects the same malware signature on multiple hosts in a short timeframe. This indicates malware may be spreading in the environment."
"","","MATCH-S00331","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1055, _mitreAttackTechnique:T1055.001, _mitreAttackTechnique:T1055.003, _mitreAttackTechnique:T1055.009, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.013","MavInject Process Injection","Detects process injection using the signed Windows tool Mavinject32.exe"
"McAfee","Web Gateway","MATCH-S00638","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","McAfee Web Gateway - Suspicious or Malicious Categories","This rule triggers any time there is a Suspicious or Malicious McAfee Web Gateway category which could indicate there is a problem with the host making the connection."
"McAfee","Web Gateway","MATCH-S00042","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","McAfee Web Gateway - Poor Reputation","Observes for sites categorized as having a poor reputation by McAfee Web Gateway"
"","","MATCH-S00667","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1046","Medium Severity Intrusion Signature","This rule looks for an intrusion product detecting a medium severity intrusion signature sourcing from an internal IP."
"","","MATCH-S00355","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1543, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1543.003, _mitreAttackTechnique:T1569.002","Meterpreter or Cobalt Strike Getsystem Service Start","Detects the use of getsystem Meterpreter/Cobalt Strike command by detecting a specific service starting."
"","","MATCH-S00725","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218.001","Microsoft CHM File Observed","Compiled HTML Files (.chm) are blocked by default on modern Windows operating systems and are also vulnerable to malicious code embedding. These factors make the presence of .chm files on company assets both unusual and risky."
"","","MATCH-S00763","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1137.006, _mitreAttackTechnique:T1137","Microsoft Office Add-In Persistence","Detects additions to Microsoft Office add-ins on a host. Add-ins can be used by an adversary to gain poersistence as they are executed on Office applications being launched."
"","","MATCH-S00813","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1203","Microsoft Support Diagnostic Tool Invoking PowerShell - CVE-2022-30190","Monitors for exploitation of CVE-2022-30190 as indicated by the Microsoft Support Diagnostic Tool Invoking PowerShell. More information on this vulnerability can be found at the Microsoft Security Response Center: https://msrc-blog.microsoft.com/2022/05/30/guidance-for-cve-2022-30190-microsoft-support-diagnostic-tool-vulnerability/"
"","","MATCH-S00812","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1203","Microsoft Support Diagnostic Tool with BrowseForFile - CVE-2022-30190","Monitors for exploitation of CVE-2022-30190 as indicated by the Microsoft Support Diagnostic Tool being observed with the BrowseForFile command. More information on this vulnerability can be found at the Microsoft Security Response Center: https://msrc-blog.microsoft.com/2022/05/30/guidance-for-cve-2022-30190-microsoft-support-diagnostic-tool-vulnerability/"
"","","MATCH-S00888","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTechnique:T1566","Microsoft Teams External Access Enabled","Microsoft Teams External Access has been enabled, this settings allows any users that are external to your Teams/Office organization to message users that are within your Teams/Office organization. If this setting change is unplanned or unexpected it is recommended that this activity be reviewed.  MIcrosoft Teams provides administrators the ability to allow only specific external domains to message users within the organization. Look for Office 365 events with the ""MessageSent"" or ""MemberAdded"" event names in order to gain more detail as to what users were invited to which Teams channels - if any."
"","","MATCH-S00889","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTechnique:T1566","Microsoft Teams Guest Access Enabled","Microsoft Teams Guest Access has been enabled globally, this settings allows any users that are external to your Teams/Office organization to be invited into your Teams/Office organization. If this setting change is unplanned or unexpected it is recommended that this activity be reviewed. MIcrosoft Teams provides administrators the ability to allow only specific guest actions to take place within the Teams/Office organization."
"","","MATCH-S00681","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTactic:TA0010, _mitreAttackTechnique:T1020, _mitreAttackTechnique:T1020.001, _mitreAttackTechnique:T1114, _mitreAttackTechnique:T1114.001, _mitreAttackTechnique:T1114.002, _mitreAttackTechnique:T1114.003","Mimecast Message Held","You may have a DLP policy in place to hold a message due to some security risk. It depends on the policy and this rule can be tuned to include or exclude certain policies."
"Mimecast","Mimecast","LEGACY-S00183","match","Execution","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0002, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Mimecast - Message with Virus Detections from IP","Mimecast detected a message with one or more virus detections."
"Mimecast","Mimecast","LEGACY-S00184","match","Execution","False","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0002, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Mimecast - Message with Virus Detections to Recipient","Mimecast detected a message with one or more virus detections."
"Mimecast","Mimecast","LEGACY-S00185","match","Collection","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0009, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Mimecast - SPAM Message from IP","Mimecast detected an email message with an elevated SPAM score."
"Mimecast","Mimecast","LEGACY-S00186","match","Collection","False","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0009, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Mimecast - SPAM Message to Recipient","Mimecast detected an email message with an elevated SPAM score."
"Microsoft","Windows","MATCH-S00397","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1555, _mitreAttackTechnique:T1547, _mitreAttackTechnique:T1547.005, _mitreAttackTechnique:T1555.003, _mitreAttackTechnique:T1555.004, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.005, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1003.002, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1003.006, _mitreAttackTechnique:T1207, _mitreAttackTechnique:T1558, _mitreAttackTechnique:T1558.001, _mitreAttackTechnique:T1558.002, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1550, _mitreAttackTechnique:T1550.002, _mitreAttackTechnique:T1550.003","Mimikatz Loaded Images Detected","Observes for image accesses of images used for credential dumping via Mimikatz"
"Microsoft","Windows","MATCH-S00404","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1555, _mitreAttackTechnique:T1547, _mitreAttackTechnique:T1547.005, _mitreAttackTechnique:T1555.003, _mitreAttackTechnique:T1555.004, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.005, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1003.002, _mitreAttackTechnique:T1003.004, _mitreAttackTechnique:T1207, _mitreAttackTechnique:T1558, _mitreAttackTechnique:T1558.001, _mitreAttackTechnique:T1558.002, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.004, _mitreAttackTechnique:T1550, _mitreAttackTechnique:T1550.002, _mitreAttackTechnique:T1550.003","Mimikatz via Powershell and EventID 4703","Observes for eventID 4703 with SeDebugPrivileges added by powershell. May indicate the presence of Mimikatz credential dumping."
"","","MATCH-S00750","templated_match","Persistence","True","True","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1037.003, _mitreAttackTechnique:T1037","Modification of Windows Network Logon Scripts","Detects modifications of Windows Network Logon Scripts on domain controllers. Windows Network Logon Scripts are distributed to systems on a domain and can be used by an adversary to establish persistence across a network."
"","","MATCH-S00466","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1105, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.007","MsiExec Web Install","Detects suspicious msiexec process starts with web addresses as parameter."
"","","THRESHOLD-S00112","threshold","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071","Multiple Azure Firewall Deny Events for IP","An Azure firewall has denied a large number of request from an IP address within a short time window."
"","","THRESHOLD-S00113","threshold","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071.001","Multiple Azure Firewall Deny Events for URL","An Azure firewall has denied a large number of requests to a URL within a short time window."
"","","MATCH-S00419","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.007","Multiple File Extensions","Observes for common file extensions appearing before the actual file extension (ex. totallynotmalware.pdf.exe)"
"Microsoft","Windows","THRESHOLD-S00077","threshold","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.001, _mitreAttackTechnique:T1078.002, _mitreAttackTechnique:T1078.003","Multiple Windows Account Lockouts On Endpoint","Observes for multiple Windows account lockouts in a short period on a single endpoint. This could indicate password guessing or brute force activity."
"","","MATCH-S00574","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0001, _mitreAttackTechnique:T1203",".NET Framework Remote Code Execution Vulnerability","Observes for possible exploitation of CVE-2017-8759"
"","","MATCH-S00743","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.002","Network Connection from Control Panel - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from control.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00736","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.004","Network Connection from InstallUtil - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from installutil.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00737","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.005","Network Connection from MSHTA - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from mshta.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00738","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.007","Network Connection from Msiexec - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from msiexec.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00744","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.008","Network Connection from Odbcconf - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from odbcconf.exe or regasm.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00740","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.009","Network Connection from Regsvcs/Regasm - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from regsvcs.exe or regasm.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00742","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.010","Network Connection from Regsvr32 - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from regsvr32.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00741","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.011","Network Connection from Rundll32 - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from rundll32.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"","","MATCH-S00739","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.012","Network Connection from Verclsid - Sysmon","Native Window utilities are often employed by attackers to execute malicious code in order to abuse the elevated privileges of these processes and to blend in with normal system activity. This rule monitors for outbound TCP/UDP connections spawning from verclsid.exe as this could indicate a second-stage payload acquisition. Note that sysmon event ID 3 does not record ICMP connections."
"Microsoft","Windows","THRESHOLD-S00059","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1135","Network Share Scan","Detects multiple network share access attempts from one internal host to another. Attackers will often scan the network for open network shares in order to pivot between internal hosts."
"Microsoft","Windows","THRESHOLD-S00060","threshold","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1135","Network Share Sweep","Detects multiple network share access attempts from one internal host to another for a single share. Attackers will often scan the network for specific open network shares, such as ADMIN$ used for PSEXEC, in order to pivot between internal hosts."
